country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","04-09-2025 21:00:00",26.349082,92.68449,CO,3,46,32
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","04-09-2025 21:00:00",26.446912,91.439057,SO2,4,9,8
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","04-09-2025 21:00:00",26.446912,91.439057,OZONE,1,54,13
India,Assam,Silchar,"Tarapur, Silchar - PCBA","04-09-2025 21:00:00",24.82827,92.79525,PM10,43,53,46
India,Assam,Silchar,"Tarapur, Silchar - PCBA","04-09-2025 21:00:00",24.82827,92.79525,NO2,15,18,17
India,Assam,Silchar,"Tarapur, Silchar - PCBA","04-09-2025 21:00:00",24.82827,92.79525,OZONE,1,15,7
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","04-09-2025 21:00:00",26.987634,94.636574,OZONE,2,7,3
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","04-09-2025 21:00:00",26.146529,87.454184,NH3,5,5,5
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","04-09-2025 21:00:00",26.146529,87.454184,OZONE,9,11,10
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","04-09-2025 21:00:00",24.7955,84.9994,OZONE,18,21,20
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","04-09-2025 21:00:00",24.792403,84.992416,NO2,2,7,5
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","04-09-2025 21:00:00",24.762518,84.982348,NH3,3,4,3
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","04-09-2025 21:00:00",24.762518,84.982348,SO2,2,29,7
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","04-09-2025 21:00:00",24.762518,84.982348,CO,16,32,27
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","04-09-2025 21:00:00",25.697189,85.245900,NO2,6,14,9
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","04-09-2025 21:00:00",26.0881305,87.93840336,PM2.5,17,160,40
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","04-09-2025 21:00:00",26.0881305,87.93840336,NH3,3,3,3
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","04-09-2025 21:00:00",26.0881305,87.93840336,SO2,7,10,9
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","04-09-2025 21:00:00",26.63086,84.90051,PM10,NA,NA,NA
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","04-09-2025 21:00:00",26.63086,84.90051,CO,1,7,2
India,Bihar,Munger,"Town Hall, Munger - BSPCB","04-09-2025 21:00:00",25.376776,86.471523,PM10,1,238,34
India,Bihar,Munger,"Town Hall, Munger - BSPCB","04-09-2025 21:00:00",25.376776,86.471523,NH3,5,6,6
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","04-09-2025 21:00:00",26.11442,85.39813,NO2,6,13,9
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","04-09-2025 21:00:00",26.11442,85.39813,CO,15,32,21
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","04-09-2025 21:00:00",26.11442,85.39813,OZONE,35,106,64
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","04-09-2025 21:00:00",26.1403345,85.3650192,PM2.5,40,82,59
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","04-09-2025 21:00:00",26.1403345,85.3650192,NO2,6,12,9
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","04-09-2025 21:00:00",13.204880,79.097889,CO,34,60,50
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","04-09-2025 21:00:00",14.465052,78.824187,PM2.5,54,78,71
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","04-09-2025 21:00:00",14.465052,78.824187,PM10,56,84,76
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","04-09-2025 21:00:00",14.465052,78.824187,NH3,4,5,4
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","04-09-2025 21:00:00",16.9872867,81.7363176,CO,2,24,9
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","04-09-2025 21:00:00",13.67,79.35,NH3,1,2,1
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","04-09-2025 21:00:00",13.67,79.35,CO,4,98,28
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","04-09-2025 21:00:00",13.67,79.35,OZONE,6,13,11
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","04-09-2025 21:00:00",25.251013,86.989001,OZONE,12,21,16
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","04-09-2025 21:00:00",25.204762,85.514960,NH3,2,2,2
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","04-09-2025 21:00:00",25.204762,85.514960,SO2,NA,NA,NA
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","04-09-2025 21:00:00",25.204762,85.514960,OZONE,10,37,28
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","04-09-2025 21:00:00",25.567520,83.966379,NH3,3,3,3
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","04-09-2025 21:00:00",25.567520,83.966379,SO2,1,5,3
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","04-09-2025 21:00:00",25.7808257,84.7446768,PM2.5,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","04-09-2025 21:00:00",25.7808257,84.7446768,NH3,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","04-09-2025 21:00:00",25.7808257,84.7446768,SO2,NA,NA,NA
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","04-09-2025 21:00:00",26.1209,85.3647,CO,22,58,40
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","04-09-2025 21:00:00",25.586562,85.043586,CO,NA,NA,NA
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","04-09-2025 21:00:00",25.592539,85.227158,NO2,5,6,5
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","04-09-2025 21:00:00",25.610369,85.132568,NO2,14,19,16
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","04-09-2025 21:00:00",25.610369,85.132568,SO2,25,33,28
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","04-09-2025 21:00:00",25.610369,85.132568,OZONE,40,48,46
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","04-09-2025 21:00:00",25.5626095,84.663264,PM10,26,28,27
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","04-09-2025 21:00:00",25.5626095,84.663264,NH3,1,1,1
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","04-09-2025 21:00:00",25.5626095,84.663264,CO,36,68,54
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","04-09-2025 21:00:00",26.80365,84.51954,PM2.5,2,42,14
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","04-09-2025 21:00:00",25.251013,86.989001,PM2.5,12,143,42
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","04-09-2025 21:00:00",25.251013,86.989001,SO2,42,75,61
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","04-09-2025 21:00:00",11.654054,92.734055,NO2,NA,NA,NA
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","04-09-2025 21:00:00",16.5150833,80.5181667,NO2,12,79,22
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","04-09-2025 21:00:00",16.5150833,80.5181667,CO,12,38,19
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","04-09-2025 21:00:00",14.675886,77.593027,NO2,18,19,18
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","04-09-2025 21:00:00",14.675886,77.593027,CO,34,40,38
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","04-09-2025 21:00:00",16.509717,80.612222,CO,13,19,14
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","04-09-2025 21:00:00",17.72,83.3,PM2.5,72,158,102
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","04-09-2025 21:00:00",17.72,83.3,OZONE,9,21,18
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","04-09-2025 21:00:00",27.103358,93.679645,NO2,6,6,6
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","04-09-2025 21:00:00",26.071318,91.87488,PM2.5,83,186,103
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","04-09-2025 21:00:00",26.187500,91.744194,OZONE,18,18,18
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","04-09-2025 21:00:00",26.181742,91.78063,PM10,31,82,50
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","04-09-2025 21:00:00",22.1910172,83.5197009,NH3,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","04-09-2025 21:00:00",21.258815,81.578979,PM10,8,41,17
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","04-09-2025 21:00:00",21.258815,81.578979,NH3,5,5,5
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","04-09-2025 21:00:00",21.258815,81.578979,SO2,10,12,11
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","04-09-2025 21:00:00",21.219665,81.630094,PM10,10,99,28
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","04-09-2025 21:00:00",21.237755,81.705301,PM2.5,6,35,13
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","04-09-2025 21:00:00",21.237755,81.705301,NO2,14,17,15
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","04-09-2025 21:00:00",21.237755,81.705301,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","04-09-2025 21:00:00",21.237755,81.705301,SO2,6,8,7
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","04-09-2025 21:00:00",21.237755,81.705301,CO,5,18,7
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","04-09-2025 21:00:00",28.4706914,77.1099364,OZONE,9,74,50
India,Delhi,Delhi,"Bawana, Delhi - DPCC","04-09-2025 21:00:00",28.776200,77.051074,PM10,21,103,59
India,Delhi,Delhi,"Bawana, Delhi - DPCC","04-09-2025 21:00:00",28.776200,77.051074,SO2,1,6,3
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","04-09-2025 21:00:00",28.7256504,77.2011573,PM2.5,8,127,38
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","04-09-2025 21:00:00",28.7256504,77.2011573,NO2,19,42,32
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","04-09-2025 21:00:00",28.7256504,77.2011573,CO,47,82,55
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","04-09-2025 21:00:00",28.5512005,77.2735737,OZONE,8,67,42
India,Delhi,Delhi,"DTU, Delhi - CPCB","04-09-2025 21:00:00",28.7500499,77.1112615,PM10,30,108,48
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","04-09-2025 21:00:00",30.735567,76.775714,PM2.5,2,25,14
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","04-09-2025 21:00:00",30.735567,76.775714,NO2,12,55,23
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","04-09-2025 21:00:00",30.751462,76.762879,NO2,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","04-09-2025 21:00:00",30.751462,76.762879,NH3,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","04-09-2025 21:00:00",30.719859,76.738637,CO,37,60,44
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","04-09-2025 21:00:00",21.194815,81.314770,NO2,4,15,7
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","04-09-2025 21:00:00",21.194815,81.314770,CO,1,12,2
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","04-09-2025 21:00:00",21.185571,81.343175,NO2,1,13,7
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","04-09-2025 21:00:00",21.237755,81.705301,OZONE,2,3,2
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","04-09-2025 21:00:00",21.371751,81.664929,PM2.5,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","04-09-2025 21:00:00",21.371751,81.664929,CO,16,40,21
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","04-09-2025 21:00:00",21.371751,81.664929,OZONE,5,35,16
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","04-09-2025 21:00:00",22.06631475,83.33820077,PM2.5,3,85,33
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","04-09-2025 21:00:00",22.06631475,83.33820077,CO,12,59,31
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","04-09-2025 21:00:00",28.647622,77.3158090,NH3,3,7,5
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","04-09-2025 21:00:00",25.892357,86.590325,PM2.5,3,42,15
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","04-09-2025 21:00:00",25.892357,86.590325,NO2,3,8,7
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","04-09-2025 21:00:00",25.892357,86.590325,CO,32,39,34
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","04-09-2025 21:00:00",24.952822,84.002396,NO2,1,6,3
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","04-09-2025 21:00:00",26.2271665,84.3570427,NO2,1,1,1
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","04-09-2025 21:00:00",26.2271665,84.3570427,NH3,1,1,1
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","04-09-2025 21:00:00",22.118125,83.140608,CO,18,26,21
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","04-09-2025 21:00:00",22.118125,83.140608,OZONE,16,27,19
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","04-09-2025 21:00:00",22.368195,82.746431,PM2.5,25,39,26
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","04-09-2025 21:00:00",22.368195,82.746431,PM10,25,40,27
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","04-09-2025 21:00:00",22.126650,83.483212,PM2.5,1,1,1
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","04-09-2025 21:00:00",28.5710274,77.0719006,PM2.5,13,67,33
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","04-09-2025 21:00:00",28.5710274,77.0719006,OZONE,9,74,49
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","04-09-2025 21:00:00",28.5627763,77.1180053,NO2,43,120,73
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","04-09-2025 21:00:00",28.6811736,77.3025234,NH3,1,3,2
India,Bihar,Patna,"Samanpura, Patna - BSPCB","04-09-2025 21:00:00",25.596727,85.085624,OZONE,4,58,29
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","04-09-2025 21:00:00",25.366336,87.117468,NO2,5,6,6
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","04-09-2025 21:00:00",25.366336,87.117468,CO,3,38,2
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","04-09-2025 21:00:00",25.599486,85.113666,OZONE,17,63,32
India,Bihar,Patna,"Samanpura, Patna - BSPCB","04-09-2025 21:00:00",25.596727,85.085624,PM10,35,66,57
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","04-09-2025 21:00:00",28.530785,77.271255,NH3,5,6,5
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","04-09-2025 21:00:00",28.623763,77.287209,PM2.5,22,170,47
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","04-09-2025 21:00:00",28.623763,77.287209,NO2,19,48,33
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","04-09-2025 21:00:00",28.674045,77.131023,PM10,44,118,70
India,Delhi,Delhi,"Pusa, Delhi - DPCC","04-09-2025 21:00:00",28.639652,77.146275,NO2,16,97,39
India,Delhi,Delhi,"Pusa, Delhi - DPCC","04-09-2025 21:00:00",28.639652,77.146275,OZONE,2,74,47
India,Delhi,Delhi,"Pusa, Delhi - IMD","04-09-2025 21:00:00",28.636110,77.173332,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IMD","04-09-2025 21:00:00",28.636110,77.173332,PM10,NA,NA,NA
India,Delhi,Delhi,"ITO, Delhi - CPCB","04-09-2025 21:00:00",28.628624,77.241060,SO2,14,34,22
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","04-09-2025 21:00:00",28.732820,77.170633,PM2.5,57,180,91
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","04-09-2025 21:00:00",28.732820,77.170633,NO2,12,20,16
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","04-09-2025 21:00:00",28.732820,77.170633,CO,12,48,24
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","04-09-2025 21:00:00",28.580280,77.233829,PM10,21,114,48
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","04-09-2025 21:00:00",28.588333,77.221667,PM10,22,67,38
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","04-09-2025 21:00:00",28.611281,77.237738,NH3,14,16,15
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","04-09-2025 21:00:00",23.107969,72.574648,CO,26,102,57
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","04-09-2025 21:00:00",22.977134,72.553024,SO2,7,14,11
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","04-09-2025 21:00:00",22.977134,72.553024,CO,23,56,33
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","04-09-2025 21:00:00",22.977134,72.553024,OZONE,19,29,21
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","04-09-2025 21:00:00",23.002657,72.591912,NO2,16,17,16
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","04-09-2025 21:00:00",23.020509,72.579261,SO2,6,9,8
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","04-09-2025 21:00:00",28.5504249,77.2159377,CO,10,25,14
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","04-09-2025 21:00:00",28.710508,77.249485,PM2.5,5,200,46
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","04-09-2025 21:00:00",28.710508,77.249485,NO2,30,40,35
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","04-09-2025 21:00:00",28.672342,77.315260,PM10,29,115,61
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","04-09-2025 21:00:00",28.672342,77.315260,SO2,1,27,10
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","04-09-2025 21:00:00",23.041137,72.456691,OZONE,3,59,10
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","04-09-2025 21:00:00",23.023389,72.515201,PM2.5,22,114,44
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","04-09-2025 21:00:00",21.613267,73.010555,PM10,56,68,66
India,Delhi,Delhi,"Narela, Delhi - DPCC","04-09-2025 21:00:00",28.822836,77.101981,CO,30,59,44
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","04-09-2025 21:00:00",28.567890,77.250515,SO2,3,17,9
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","04-09-2025 21:00:00",28.6573814,77.1585447,CO,1,59,5
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","04-09-2025 21:00:00",28.563262,77.186937,CO,19,61,36
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","04-09-2025 21:00:00",28.563262,77.186937,OZONE,5,82,42
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","04-09-2025 21:00:00",28.636429,77.201067,NH3,4,6,5
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","04-09-2025 21:00:00",28.6514781,77.1473105,NH3,7,11,9
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","04-09-2025 21:00:00",12.733409,77.298051,SO2,NA,NA,NA
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","04-09-2025 21:00:00",13.940000,75.555917,PM10,34,34,34
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","04-09-2025 21:00:00",13.940000,75.555917,NO2,10,22,13
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","04-09-2025 21:00:00",16.802639,75.722694,NH3,1,2,1
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","04-09-2025 21:00:00",16.7602,77.1428,PM2.5,4,22,13
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","04-09-2025 21:00:00",16.7602,77.1428,NO2,21,45,33
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","04-09-2025 21:00:00",16.7602,77.1428,NH3,2,3,2
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","04-09-2025 21:00:00",10.073232,76.302765,NO2,7,8,8
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","04-09-2025 21:00:00",10.073232,76.302765,SO2,1,1,1
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","04-09-2025 21:00:00",10.073232,76.302765,CO,40,125,96
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","04-09-2025 21:00:00",11.875000,75.373200,PM2.5,54,59,56
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","04-09-2025 21:00:00",12.938539,77.590100,PM10,19,44,28
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","04-09-2025 21:00:00",12.938539,77.590100,NO2,6,35,14
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","04-09-2025 21:00:00",12.938539,77.590100,NH3,1,2,2
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","04-09-2025 21:00:00",12.938539,77.590100,SO2,5,15,9
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","04-09-2025 21:00:00",12.938539,77.590100,OZONE,2,18,11
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","04-09-2025 21:00:00",12.920984,77.584908,PM2.5,12,35,23
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","04-09-2025 21:00:00",12.920984,77.584908,SO2,2,11,7
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","04-09-2025 21:00:00",12.920984,77.584908,OZONE,1,54,42
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","04-09-2025 21:00:00",13.0270199,77.494094,PM2.5,18,49,32
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","04-09-2025 21:00:00",13.0270199,77.494094,PM10,57,70,64
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","04-09-2025 21:00:00",23.707909,86.414670,OZONE,1,44,2
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","04-09-2025 21:00:00",16.172806,75.659694,NH3,1,2,1
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","04-09-2025 21:00:00",12.9135218,77.5950804,OZONE,20,26,21
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","04-09-2025 21:00:00",12.951913,77.539784,NH3,1,2,1
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","04-09-2025 21:00:00",12.951913,77.539784,SO2,3,11,5
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","04-09-2025 21:00:00",13.029152,77.585901,PM2.5,2,21,7
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","04-09-2025 21:00:00",14.791800,75.389600,CO,24,25,24
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","04-09-2025 21:00:00",15.3714823,75.1160168,PM10,33,41,37
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","04-09-2025 21:00:00",15.3714823,75.1160168,SO2,1,2,2
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","04-09-2025 21:00:00",17.321993,76.822628,NH3,1,1,1
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","04-09-2025 21:00:00",17.321993,76.822628,CO,32,34,33
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","04-09-2025 21:00:00",17.336318,76.847397,NH3,2,3,3
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","04-09-2025 21:00:00",13.428828,77.731418,PM2.5,9,23,14
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","04-09-2025 21:00:00",13.428828,77.731418,NH3,1,2,1
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","04-09-2025 21:00:00",13.428828,77.731418,CO,4,13,9
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","04-09-2025 21:00:00",13.328028,75.797056,PM2.5,NA,NA,NA
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","04-09-2025 21:00:00",14.475800,75.905200,NO2,9,19,13
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","04-09-2025 21:00:00",14.791800,75.389600,PM2.5,32,45,37
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","04-09-2025 21:00:00",28.422681,77.148944,NO2,2,10,7
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","04-09-2025 21:00:00",28.3153,76.9143,NH3,1,16,4
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","04-09-2025 21:00:00",23.80569,86.44268,NO2,97,103,99
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","04-09-2025 21:00:00",23.80569,86.44268,SO2,23,104,45
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","04-09-2025 21:00:00",12.990328,77.5431385,NO2,17,21,19
