datetime,city,location,latitude,longitude,pollutant,value
2025-09-02 17:00:00+00:00,Mumbai,Mumbai,19.076,72.8777,OZONE,41.0
2025-09-02 17:00:00+00:00,Delhi,Delhi,28.6139,77.209,OZONE,63.0
2025-09-02 17:00:00+00:00,Pune,Pune,18.5204,73.8567,OZONE,36.0
2025-09-02 17:00:00+00:00,Kolkata,Kolkata,22.5726,88.3639,CO,248.0
2025-09-02 17:00:00+00:00,Hyderabad,Hyderabad,17.385,78.4867,PM2.5,15.6
2025-09-02 17:00:00+00:00,Hyderabad,Hyderabad,17.385,78.4867,OZONE,58.0
2025-09-02 17:00:00+00:00,Mumbai,Mumbai,19.076,72.8777,PM10,41.4
2025-09-02 17:00:00+00:00,Jaipur,Jaipur,26.9124,75.7873,PM10,39.0
2025-09-02 17:00:00+00:00,Jaipur,Jaipur,26.9124,75.7873,SO2,8.4
2025-09-02 17:00:00+00:00,Delhi,Delhi,28.6139,77.209,PM2.5,25.9
2025-09-02 17:00:00+00:00,Bengaluru,Bengaluru,12.9716,77.5946,SO2,5.3
2025-09-02 17:00:00+00:00,Chennai,Chennai,13.0827,80.2707,PM2.5,15.7
2025-09-02 17:00:00+00:00,Ahmedabad,Ahmedabad,23.0225,72.5714,CO,477.0
2025-09-02 17:00:00+00:00,Kolkata,Kolkata,22.5726,88.3639,NO2,9.9
2025-09-02 17:00:00+00:00,Hyderabad,Hyderabad,17.385,78.4867,NO2,10.4
2025-09-02 17:00:00+00:00,Ahmedabad,Ahmedabad,23.0225,72.5714,SO2,9.7
2025-09-02 17:00:00+00:00,Chennai,Chennai,13.0827,80.2707,NO2,23.6
2025-09-02 17:00:00+00:00,Pune,Pune,18.5204,73.8567,SO2,7.1
2025-09-02 17:00:00+00:00,Lucknow,Lucknow,26.8467,80.9462,OZONE,74.0
2025-09-02 17:00:00+00:00,Bengaluru,Bengaluru,12.9716,77.5946,CO,317.0
2025-09-02 17:00:00+00:00,Lucknow,Lucknow,26.8467,80.9462,NO2,12.7
2025-09-02 17:00:00+00:00,Chennai,Chennai,13.0827,80.2707,OZONE,40.0
2025-09-02 17:00:00+00:00,Chennai,Chennai,13.0827,80.2707,PM10,23.9
2025-09-02 17:00:00+00:00,Mumbai,Mumbai,19.076,72.8777,PM2.5,20.0
2025-09-02 18:00:00+00:00,Jaipur,Jaipur,26.9124,75.7873,PM2.5,35.9
2025-09-02 18:00:00+00:00,Mumbai,Mumbai,19.076,72.8777,OZONE,43.0
2025-09-02 18:00:00+00:00,Chennai,Chennai,13.0827,80.2707,PM10,22.8
2025-09-02 18:00:00+00:00,Ahmedabad,Ahmedabad,23.0225,72.5714,CO,439.0
2025-09-02 18:00:00+00:00,Mumbai,Mumbai,19.076,72.8777,CO,237.0
2025-09-02 18:00:00+00:00,Kolkata,Kolkata,22.5726,88.3639,CO,236.0
2025-09-02 18:00:00+00:00,Hyderabad,Hyderabad,17.385,78.4867,PM2.5,13.0
2025-09-02 18:00:00+00:00,Hyderabad,Hyderabad,17.385,78.4867,SO2,4.3
2025-09-02 18:00:00+00:00,Jaipur,Jaipur,26.9124,75.7873,SO2,7.5
2025-09-02 18:00:00+00:00,Hyderabad,Hyderabad,17.385,78.4867,PM10,17.5
2025-09-02 18:00:00+00:00,Ahmedabad,Ahmedabad,23.0225,72.5714,OZONE,34.0
